playDispNm,teamAbbr,playMin,playHeight,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playTRB
Lance Thomas,NY,16,80,5,1,0,0,0,0,4,2,3
LeBron James,CLE,39,80,16,7,4,2,0,2,15,7,10
Derrick Rose,CLE,31,75,15,3,4,0,0,1,14,6,3
Jae Crowder,CLE,20,78,5,1,1,0,0,1,5,1,5
Reggie Jackson,DET,30,75,22,5,2,0,0,1,12,8,3
Klay Thompson,GS,33,79,29,0,4,2,0,2,19,12,2
Shaun Livingston,GS,15,79,2,2,1,0,1,1,3,1,1
Danny Green,SA,31,78,7,1,1,1,0,1,7,2,2
LaMarcus Aldridge,SA,26,83,11,2,1,1,1,1,13,5,5
Pau Gasol,SA,25,84,11,4,0,1,0,0,10,4,8
Kyle Anderson,SA,24,81,5,2,0,0,0,2,8,2,5
Bryn Forbes,SA,24,75,8,3,1,1,0,0,6,3,2
Al Horford,BOS,30,82,14,5,1,2,0,2,11,7,13
Marcus Smart,BOS,30,76,9,7,2,1,0,4,10,3,3
Semi Ojeleye,BOS,22,79,7,0,0,0,0,1,5,2,4
Tyus Jones,MIN,16,72,5,1,0,0,0,1,4,2,0
Dion Waiters,MIA,39,76,33,4,5,3,0,2,28,14,5
Josh Richardson,MIA,32,78,5,1,2,2,2,4,10,2,1
Kelly Olynyk,MIA,29,84,23,2,4,0,0,3,12,9,6
Jamal Murray,DEN,32,76,20,2,2,1,0,0,16,8,3
Wilson Chandler,DEN,27,80,6,4,2,1,1,4,3,1,3
Doug McDermott,NY,21,80,11,2,0,0,0,5,10,4,3
Ben Simmons,PHI,39,82,24,9,5,0,0,3,15,10,7
T.J. McConnell,PHI,26,74,11,5,2,1,2,2,7,4,3
James Harden,HOU,38,77,29,7,7,4,1,2,21,8,4
Clint Capela,HOU,31,82,12,2,1,1,1,0,6,4,15
Luc Richard Mbah a Moute,HOU,21,80,11,0,1,2,0,4,7,4,2
Dwight Howard,CHA,29,83,2,0,2,0,1,2,9,1,7
Marvin Williams,CHA,25,81,9,2,1,0,1,1,6,3,8
Mike Conley,MEM,32,73,16,6,1,2,0,3,18,4,2
Dillon Brooks,MEM,31,79,11,3,4,0,0,4,7,4,8
Tyreke Evans,MEM,30,78,19,3,0,0,0,0,17,6,10
Terrence Ross,ORL,31,78,8,3,1,2,0,1,7,3,4
Jonathon Simmons,ORL,29,78,20,4,4,1,0,2,12,7,6
Anthony Davis,NO,41,82,39,2,2,0,3,1,20,13,10
Dante Cunningham,NO,25,80,8,1,1,0,1,4,9,3,5
Wesley Matthews,DAL,34,77,8,2,5,0,0,1,8,3,3
Ricky Rubio,UTA,34,76,20,6,3,4,0,1,15,8,2
Joe Ingles,UTA,33,80,3,6,2,3,0,0,5,1,6
Rudy Gobert,UTA,33,85,17,6,3,2,6,2,5,4,12
Derrick Favors,UTA,26,82,10,2,1,1,0,1,12,4,4
Donovan Mitchell,UTA,17,75,8,1,0,2,0,2,8,3,1
DeMar DeRozan,TOR,37,79,25,4,3,0,0,1,20,10,3
Kyle Lowry,TOR,34,72,19,6,3,0,0,1,14,6,10
Norman Powell,TOR,22,76,8,1,1,1,2,0,9,3,3
C.J. McCollum,POR,32,75,16,2,1,0,1,1,16,5,3
Jusuf Nurkic,POR,26,83,8,1,0,1,0,2,9,4,6
Klay Thompson,GS,30,79,15,6,3,0,0,3,14,6,5
De'Aaron Fox,SAC,28,75,18,5,1,1,0,1,18,9,4
Kosta Koufos,SAC,20,84,5,2,1,1,1,2,4,2,7
Bojan Bogdanović,IND,27,80,17,4,0,1,0,2,13,6,3
Mike James,PHO,29,73,24,5,4,4,1,1,16,9,3
Alex Len,PHO,25,85,6,0,1,0,0,3,5,2,15
Rondae Hollis-Jefferson,BKN,31,79,21,1,2,1,2,2,16,8,7
Russell Westbrook,OKC,27,75,12,9,4,0,0,2,12,5,10
Patrick Patterson,OKC,24,81,6,1,0,0,0,1,2,2,3
Tony Snell,MIL,30,79,5,5,0,1,0,0,5,2,4
Giannis Antetokounmpo,MIL,28,82,28,3,4,0,1,4,14,9,8
Mirza Teletović,MIL,21,81,8,4,1,1,0,4,9,3,1
Matthew Dellavedova,MIL,21,76,7,3,3,0,0,2,3,2,1
Reggie Jackson,DET,27,75,18,5,2,2,0,1,15,8,7
Tony Snell,MIL,37,79,17,3,1,0,0,1,7,6,2
Giannis Antetokounmpo,MIL,32,82,14,5,3,2,2,5,16,5,13
Mirza Teletović,MIL,21,81,12,1,1,0,0,1,8,4,4
Marvin Williams,CHA,29,81,15,0,0,1,0,0,8,5,4
Dwight Howard,CHA,29,83,17,3,6,1,0,4,10,6,11
Dwayne Bacon,CHA,24,79,10,1,0,1,1,5,9,4,4
Bojan Bogdanović,IND,32,80,17,3,0,2,0,2,9,6,2
LeBron James,CLE,37,80,33,11,8,2,1,1,22,14,6
Jae Crowder,CLE,34,78,9,0,0,1,0,2,10,3,4
Derrick Rose,CLE,29,75,19,1,2,0,0,2,13,9,4
Ben Simmons,PHI,34,82,19,9,4,2,0,2,16,8,13
T.J. McConnell,PHI,26,74,12,7,2,1,0,4,10,6,6
Mike James,PHO,29,73,10,6,2,0,0,3,10,1,4
Marquese Chriss,PHO,25,82,9,4,1,2,1,1,7,3,10
Mike Scott,WAS,33,80,12,1,0,0,0,2,11,5,8
Jason Smith,WAS,16,84,6,1,0,0,0,3,4,1,2
De'Aaron Fox,SAC,28,75,6,6,2,1,0,2,8,2,3
Kosta Koufos,SAC,21,84,6,1,1,1,1,1,3,3,3
Al Horford,BOS,26,82,7,6,4,1,1,1,6,3,7
Marcus Smart,BOS,26,76,2,8,2,1,0,3,3,0,2
Semi Ojeleye,BOS,22,79,11,0,0,0,0,2,6,3,2
Lauri Markkanen,CHI,34,84,25,1,0,2,0,0,18,9,8
Kris Dunn,CHI,29,76,11,5,5,0,2,5,15,5,7
Jerian Grant,CHI,25,77,7,8,1,0,0,5,5,2,4
Denzel Valentine,CHI,16,77,7,0,0,1,0,0,10,3,3
Dion Waiters,MIA,33,76,13,7,4,0,0,2,12,5,7
Okaro White,MIA,24,80,3,0,1,0,0,1,4,1,4
Wayne Ellington,MIA,23,76,6,4,0,1,0,1,7,2,2
Aaron Gordon,ORL,34,81,19,2,1,2,1,0,11,7,7
Jonathon Simmons,ORL,26,78,9,2,5,1,0,3,7,3,5
Terrence Ross,ORL,23,78,15,1,4,0,2,3,14,6,3
Jonathan Isaac,ORL,19,82,7,1,1,0,3,2,3,2,4
Dillon Brooks,MEM,38,79,12,0,1,0,0,4,13,5,4
Tyreke Evans,MEM,34,78,32,4,5,2,0,4,20,13,3
Mario Chalmers,MEM,26,73,7,5,2,4,1,3,12,3,3
Gorgui Dieng,MIN,25,83,12,2,0,1,0,3,8,4,8
Anthony Davis,NO,43,82,24,6,2,3,1,2,18,8,10
Dante Cunningham,NO,27,80,3,0,1,0,0,2,6,1,0
James Harden,HOU,35,77,31,9,7,0,0,5,23,9,5
Clint Capela,HOU,28,82,12,2,1,1,3,0,10,6,13
Luc Richard Mbah a Moute,HOU,24,80,10,1,0,3,0,2,8,4,9
Doug McDermott,NY,22,80,6,2,0,0,0,1,7,2,0
Norman Powell,TOR,29,76,14,3,1,0,0,2,11,6,3
DeMar DeRozan,TOR,26,79,10,2,2,0,0,1,10,4,1
Kyle Lowry,TOR,25,72,9,4,1,1,0,2,10,4,5
Wilson Chandler,DEN,30,80,9,5,1,0,0,0,8,4,1
Jamal Murray,DEN,21,76,24,2,2,0,0,3,10,8,3
C.J. McCollum,POR,42,75,16,2,6,0,0,2,20,6,10
Jusuf Nurkic,POR,35,83,19,2,2,1,3,5,18,9,11
Pat Connaughton,POR,19,77,2,3,0,0,0,3,4,0,3
Rudy Gobert,UTA,38,85,16,1,2,0,3,2,9,5,10
Ricky Rubio,UTA,37,76,30,1,4,2,0,4,17,8,5
Joe Ingles,UTA,35,80,7,5,4,0,2,2,10,3,8
Donovan Mitchell,UTA,35,75,28,3,2,0,0,4,21,9,6
Derrick Favors,UTA,27,82,5,0,0,0,0,3,4,2,5
Dennis Smith,DAL,28,75,18,2,6,1,0,1,15,6,2
Wesley Matthews,DAL,27,77,11,4,0,0,0,2,7,4,1
Klay Thompson,GS,31,79,27,2,1,0,1,1,17,11,3
Shaun Livingston,GS,20,79,0,1,1,0,1,2,2,0,1
LaMarcus Aldridge,SA,36,83,24,2,2,2,2,3,22,8,10
Danny Green,SA,30,78,8,4,1,0,2,1,10,4,3
Kyle Anderson,SA,26,81,16,4,1,1,2,1,8,5,7
Pau Gasol,SA,26,84,11,2,1,0,0,1,8,5,6
C.J. McCollum,POR,38,75,22,5,2,1,0,2,18,8,2
Jusuf Nurkic,POR,29,83,28,5,3,3,0,5,20,12,5
Pat Connaughton,POR,20,77,9,0,1,0,0,2,7,3,1
Giannis Antetokounmpo,MIL,38,82,29,3,3,1,4,2,27,13,4
Tony Snell,MIL,38,79,12,0,0,1,1,2,8,5,2
Matthew Dellavedova,MIL,17,76,5,2,3,1,0,3,4,1,4
Reggie Jackson,DET,30,75,9,8,2,0,0,1,11,3,3
Lauri Markkanen,CHI,29,84,13,3,2,0,0,1,10,5,9
Kris Dunn,CHI,24,76,11,2,4,0,0,3,9,4,2
Denzel Valentine,CHI,23,77,11,4,0,1,0,1,8,4,4
Jerian Grant,CHI,22,77,7,6,1,0,0,0,6,1,5
Aaron Gordon,ORL,29,81,11,2,2,1,0,2,10,4,7
Terrence Ross,ORL,27,78,5,0,0,1,0,0,7,2,3
Jonathon Simmons,ORL,25,78,6,3,3,0,1,0,6,3,3
Jonathan Isaac,ORL,21,82,8,1,1,0,0,1,10,4,2
Bojan Bogdanović,IND,35,80,21,2,0,2,0,2,14,8,4
Ben Simmons,PHI,39,82,14,11,5,2,3,3,13,5,11
T.J. McConnell,PHI,26,74,3,4,1,2,0,1,3,1,5
LeBron James,CLE,43,80,57,7,3,3,2,2,34,23,11
Jae Crowder,CLE,34,78,17,1,1,2,0,4,7,4,7
Derrick Rose,CLE,29,75,20,2,2,0,0,2,16,8,1
Mike Scott,WAS,17,80,12,0,1,0,0,5,7,5,3
Luc Richard Mbah a Moute,HOU,34,80,20,2,1,2,1,4,11,8,4
James Harden,HOU,31,77,29,11,2,1,0,0,15,8,3
Clint Capela,HOU,22,82,12,1,1,0,0,0,9,5,6
Mike James,PHO,25,73,2,8,0,3,1,0,9,0,3
Alex Len,PHO,23,85,9,0,1,0,1,3,5,2,7
Michael Beasley,NY,17,82,11,0,0,0,0,2,7,5,4
Anthony Davis,NO,40,82,30,4,4,1,3,4,19,10,13
Dante Cunningham,NO,16,80,4,0,0,1,0,4,4,1,1
Wesley Matthews,DAL,38,77,7,1,0,0,0,3,12,3,2
Dennis Smith,DAL,29,75,16,4,4,0,0,2,20,7,3
Salah Mejri,DAL,22,85,7,0,4,0,5,4,4,3,13
Dwayne Bacon,CHA,32,79,18,1,1,1,0,0,15,6,7
Dwight Howard,CHA,31,83,20,1,2,0,0,5,10,5,13
Marvin Williams,CHA,26,81,7,0,0,1,0,2,8,3,6
LaMarcus Aldridge,SA,32,83,14,3,2,0,1,4,12,4,7
Danny Green,SA,28,78,4,2,3,0,0,2,8,2,5
Pau Gasol,SA,27,84,5,7,2,0,2,4,5,2,10
Rudy Gay,SA,27,81,20,3,2,2,0,3,15,8,7
Kyle Anderson,SA,22,81,4,1,1,1,3,3,3,2,6
Josh Richardson,MIA,33,78,7,4,3,1,1,3,8,3,7
Dion Waiters,MIA,31,76,15,3,3,0,0,2,12,6,3
Kelly Olynyk,MIA,20,84,8,1,5,1,0,1,8,3,6
Wilson Chandler,DEN,36,80,11,1,1,0,0,3,9,4,4
Jamal Murray,DEN,21,76,3,1,1,0,0,3,6,1,1
DeMar DeRozan,TOR,38,79,37,2,6,0,0,3,20,10,6
Kyle Lowry,TOR,35,72,15,10,4,1,0,2,11,6,4
Norman Powell,TOR,30,76,15,2,1,2,0,5,7,5,2
Rudy Gobert,UTA,35,85,15,0,1,0,2,2,10,6,7
Joe Ingles,UTA,32,80,11,6,3,2,0,2,7,4,5
Donovan Mitchell,UTA,32,75,25,0,0,2,2,4,20,9,3
Ricky Rubio,UTA,30,76,13,3,4,1,0,4,12,3,0
Derrick Favors,UTA,27,82,8,0,1,2,1,2,7,4,7
Al Horford,BOS,34,82,20,4,2,0,0,2,10,8,8
Marcus Smart,BOS,27,76,9,5,2,1,0,2,9,2,4
Russell Westbrook,OKC,38,75,19,11,6,1,0,5,20,7,6
Rondae Hollis-Jefferson,BKN,37,79,21,4,2,2,0,3,10,6,5
Joe Harris,BKN,23,78,10,0,1,0,0,1,7,3,3
Mike Conley,MEM,33,73,22,3,2,1,0,2,18,8,1
Tyreke Evans,MEM,31,78,20,4,2,0,0,2,13,6,3
Dillon Brooks,MEM,29,79,2,2,2,1,0,6,8,1,5
Mario Chalmers,MEM,27,73,12,4,1,2,0,2,9,5,4
De'Aaron Fox,SAC,27,75,14,4,3,0,0,4,10,5,0
Frank Mason,SAC,21,71,7,6,3,0,0,0,9,3,1
Reggie Jackson,DET,28,75,15,7,3,2,0,1,10,3,0
Anthony Davis,NO,41,82,27,0,2,0,3,1,17,11,16
Darius Miller,NO,28,80,11,1,1,0,0,1,8,4,2
Dante Cunningham,NO,22,80,4,2,1,1,0,0,6,2,6
Lauri Markkanen,CHI,40,84,14,4,1,0,1,2,16,5,7
Jerian Grant,CHI,36,77,13,9,0,1,1,1,9,4,8
Denzel Valentine,CHI,35,77,16,3,3,1,0,2,10,6,6
Paul Zipser,CHI,18,80,4,0,1,1,0,0,8,2,5
Wesley Matthews,DAL,26,77,5,2,0,0,0,1,10,2,1
Dennis Smith,DAL,26,75,18,1,4,1,0,1,15,7,5
Nemanja Bjelica,MIN,15,82,6,2,1,0,1,3,2,2,4
Klay Thompson,GS,29,79,15,2,2,1,0,2,12,6,2
Nick Young,GS,18,79,5,1,0,2,0,4,7,2,0
Wilson Chandler,DEN,20,80,7,1,0,0,0,0,6,3,0
Jamal Murray,DEN,19,76,9,1,2,2,0,0,9,4,1
LeBron James,CLE,41,80,26,13,6,1,2,4,17,10,5
Jae Crowder,CLE,23,78,5,0,1,0,0,1,5,2,3
Derrick Rose,CLE,20,75,10,1,4,0,1,4,12,4,3
Josh Richardson,MIA,35,78,14,4,2,3,0,2,10,4,2
Wayne Ellington,MIA,27,76,17,2,0,0,1,2,11,6,1
Okaro White,MIA,18,80,3,1,0,0,0,2,3,1,3
Al Horford,BOS,29,82,14,4,6,0,0,3,8,5,10
Marcus Smart,BOS,29,76,11,8,2,3,1,2,12,4,8
Aaron Gordon,ORL,34,81,18,2,1,1,1,2,13,6,12
Terrence Ross,ORL,29,78,9,0,1,1,0,2,12,2,0
Jonathan Isaac,ORL,29,82,9,0,1,0,2,1,8,4,6
Jonathon Simmons,ORL,21,78,14,1,3,0,0,4,11,5,3
Tim Frazier,WAS,31,73,4,8,0,1,0,4,6,2,2
DeMar DeRozan,TOR,37,79,26,3,2,0,0,2,21,8,4
Norman Powell,TOR,34,76,19,2,2,2,2,0,13,7,1
Fred VanVleet,TOR,20,72,10,4,0,0,2,2,7,5,3
Derrick Favors,UTA,26,82,12,0,2,3,0,1,6,4,2
Rudy Gobert,UTA,25,85,13,1,0,0,0,2,11,6,5
Donovan Mitchell,UTA,25,75,17,4,5,1,0,4,13,6,4
Ricky Rubio,UTA,24,76,10,3,2,0,0,0,7,2,2
Alec Burks,UTA,24,78,10,1,2,1,0,2,8,3,3
Joe Ingles,UTA,21,80,11,1,0,1,0,4,9,4,2
James Harden,HOU,35,77,56,13,7,2,0,3,25,19,2
Clint Capela,HOU,22,82,8,2,3,1,4,2,5,3,8
Mike James,PHO,20,73,10,3,1,0,1,2,12,5,4
LaMarcus Aldridge,SA,30,83,21,2,1,1,0,0,13,9,9
Bryn Forbes,SA,27,75,12,2,1,0,0,1,12,5,2
Pau Gasol,SA,26,84,7,3,1,0,3,3,11,2,9
Danny Green,SA,23,78,14,2,0,1,0,2,10,6,2
Rudy Gay,SA,23,81,12,1,0,1,0,2,11,5,5
Bojan Bogdanović,IND,29,80,8,1,0,0,0,1,7,2,2
Doug McDermott,NY,19,80,4,1,1,0,0,2,4,2,1
Dwight Howard,CHA,28,83,13,1,4,1,1,2,8,6,9
Dwayne Bacon,CHA,26,79,7,0,1,2,0,2,6,3,3
Cody Zeller,CHA,22,84,16,0,1,0,1,5,8,6,9
Gorgui Dieng,MIN,19,83,15,0,0,0,0,0,7,3,11
Russell Westbrook,OKC,36,75,25,9,2,2,0,4,25,10,6
C.J. McCollum,POR,36,75,22,1,3,0,0,2,17,8,3
Jusuf Nurkic,POR,33,83,25,3,5,3,2,4,15,11,8
Noah Vonleh,POR,24,82,1,0,2,0,1,1,2,0,8
Pat Connaughton,POR,21,77,0,0,0,0,0,1,2,0,3
Mike Conley,MEM,32,73,23,3,2,1,1,0,17,9,5
Tyreke Evans,MEM,32,78,26,2,1,1,0,3,16,10,1
Dillon Brooks,MEM,26,79,13,1,3,0,0,5,6,4,3
Mario Chalmers,MEM,24,73,9,4,2,1,0,4,10,4,5
Al Horford,BOS,33,82,15,9,1,0,1,1,13,5,10
Marcus Smart,BOS,29,76,9,5,4,2,0,4,5,2,4
Semi Ojeleye,BOS,16,79,6,0,0,0,0,3,3,2,2
Joe Harris,BKN,25,78,18,1,2,1,1,3,13,7,3
Quincy Acy,BKN,21,79,2,3,0,0,0,3,8,0,7
Mike James,PHO,26,73,16,2,1,2,0,3,13,5,3
Alex Len,PHO,25,85,7,1,2,1,2,4,6,1,14
Josh Richardson,MIA,32,78,6,0,6,3,2,2,7,3,0
Wayne Ellington,MIA,28,76,9,1,1,1,0,0,10,3,1
Kelly Olynyk,MIA,18,84,10,1,3,0,0,4,4,3,5
Klay Thompson,GS,32,79,13,2,2,1,2,1,15,5,6
Shaun Livingston,GS,15,79,5,1,0,2,0,1,6,2,4
Tony Snell,MIL,40,79,8,3,0,2,1,2,3,3,3
Giannis Antetokounmpo,MIL,40,82,40,3,8,0,4,6,21,16,9
Mirza Teletović,MIL,17,81,16,0,0,0,0,4,11,6,2
Matthew Dellavedova,MIL,16,76,1,4,2,0,0,2,3,0,2
LeBron James,CLE,37,80,30,9,1,3,0,1,20,10,8
Derrick Rose,CLE,25,75,10,2,4,0,0,0,10,4,1
Jae Crowder,CLE,25,78,5,1,1,0,0,4,5,1,1
Iman Shumpert,CLE,19,77,6,0,0,0,0,0,3,3,5
Anthony Davis,NO,41,82,37,4,2,1,2,1,18,14,14
Darius Miller,NO,19,80,12,1,0,0,0,1,6,4,1
Bojan Bogdanović,IND,23,80,14,1,0,1,0,1,9,6,3
Wesley Matthews,DAL,37,77,14,6,1,2,0,1,10,5,8
Dennis Smith,DAL,32,75,22,8,2,1,0,1,22,9,8
Salah Mejri,DAL,25,85,10,0,0,0,5,4,4,3,12
Dwight Howard,CHA,30,83,21,0,3,1,1,4,11,9,9
Marvin Williams,CHA,28,81,12,2,0,2,0,2,8,3,3
Michael Carter-Williams,CHA,20,78,4,3,0,3,0,3,3,1,3
Doug McDermott,NY,27,80,20,1,0,0,0,2,8,7,2
Lance Thomas,NY,25,80,10,0,2,0,0,1,3,3,5
Lauri Markkanen,CHI,29,84,12,1,1,1,1,2,6,3,2
Denzel Valentine,CHI,27,77,14,4,1,2,1,3,13,6,0
Kris Dunn,CHI,26,76,10,4,2,4,0,3,6,3,6
Bobby Portis,CHI,24,83,21,4,2,0,0,2,13,8,13
Jerian Grant,CHI,22,77,7,5,1,3,0,3,7,1,2
DeMar DeRozan,TOR,36,79,24,4,3,0,0,3,18,9,4
Kyle Lowry,TOR,33,72,17,6,2,0,0,2,13,7,6
Norman Powell,TOR,27,76,7,2,1,1,0,2,8,3,0
LaMarcus Aldridge,SA,33,83,25,2,1,1,2,3,19,10,6
Kyle Anderson,SA,32,81,8,4,1,2,0,3,6,4,4
Danny Green,SA,28,78,24,2,1,1,1,1,15,8,1
Pau Gasol,SA,28,84,19,6,3,0,0,3,9,8,8
Rudy Gay,SA,24,81,22,3,1,2,0,3,13,8,7
Joe Harris,BKN,22,78,6,0,1,2,0,0,5,2,3
Wilson Chandler,DEN,35,80,9,0,2,0,1,2,10,3,10
Jamal Murray,DEN,25,76,4,4,4,2,0,0,4,1,2
Ben Simmons,PHI,36,82,16,6,6,3,3,5,22,7,13
T.J. McConnell,PHI,30,74,7,8,3,0,0,1,7,2,4
Timothé Luwawu-Cabarrot,PHI,18,79,7,2,2,0,0,2,5,2,0
Rudy Gobert,UTA,36,85,16,1,2,2,3,4,8,4,15
Joe Ingles,UTA,33,80,15,2,1,1,0,1,16,6,6
Donovan Mitchell,UTA,31,75,8,1,1,1,1,3,21,3,3
Ricky Rubio,UTA,28,76,11,8,4,2,0,3,16,4,2
Derrick Favors,UTA,20,82,5,0,0,1,1,2,7,2,2
Dillon Brooks,MEM,38,79,7,1,0,3,2,3,8,3,8
Tyreke Evans,MEM,32,78,21,5,2,3,1,2,15,8,2
Mike Conley,MEM,31,73,20,6,3,2,1,4,15,6,0
C.J. McCollum,POR,38,75,36,1,1,3,0,1,26,14,2
Pat Connaughton,POR,23,77,4,0,0,0,1,2,2,1,4
Noah Vonleh,POR,22,82,6,0,2,1,0,3,4,3,10
Russell Westbrook,OKC,37,75,20,6,7,3,0,2,21,7,12
Patrick Patterson,OKC,15,81,5,0,1,1,0,2,5,2,0
De'Aaron Fox,SAC,24,75,10,8,5,0,1,2,10,5,2
Bojan Bogdanović,IND,31,80,12,0,1,0,0,2,10,4,7
Reggie Jackson,DET,27,75,18,6,3,0,0,1,10,6,3
Langston Galloway,DET,22,74,12,0,0,0,0,2,5,4,3
Doug McDermott,NY,30,80,13,1,1,0,0,3,9,5,2
Lance Thomas,NY,22,80,6,2,0,0,0,2,6,2,2
Aaron Gordon,ORL,37,81,21,1,0,0,1,1,11,8,4
Elfrid Payton,ORL,29,76,11,11,2,2,2,1,9,5,6
Terrence Ross,ORL,24,78,6,3,1,2,0,3,5,2,2
Jonathon Simmons,ORL,24,78,16,2,2,1,0,1,10,6,2
Jonathan Isaac,ORL,23,82,4,2,2,0,0,0,6,2,2
Marcus Smart,BOS,35,76,9,6,1,1,1,2,11,3,4
Semi Ojeleye,BOS,26,79,4,1,3,1,0,0,6,1,4
Wayne Ellington,MIA,34,76,15,0,0,0,0,1,9,4,3
Josh Richardson,MIA,29,78,4,1,1,1,0,6,5,2,6
Dion Waiters,MIA,26,76,16,3,6,0,0,6,14,6,3
Mike James,PHO,31,73,18,3,0,0,0,4,11,6,4
Marquese Chriss,PHO,25,82,9,1,1,1,1,6,9,3,9
Alex Len,PHO,19,85,6,0,4,0,0,4,3,2,3
Gorgui Dieng,MIN,21,83,8,0,2,2,0,0,8,4,7
Klay Thompson,GS,33,79,28,3,1,1,0,2,20,11,5
Nick Young,GS,21,79,12,5,0,4,0,0,11,4,3
Omri Casspi,GS,20,79,13,1,1,2,3,5,7,5,3
Shaun Livingston,GS,19,79,8,5,1,0,0,1,5,4,2
Anthony Davis,NO,38,82,18,2,0,2,2,2,14,6,7
Dante Cunningham,NO,30,80,11,2,0,1,0,6,4,4,2
Darius Miller,NO,19,80,9,0,0,1,0,1,4,2,2
DeMar DeRozan,TOR,37,79,33,8,2,1,0,2,23,10,2
Kyle Lowry,TOR,34,72,18,7,2,0,0,2,13,7,6
Jakob Pöltl,TOR,19,85,6,2,0,1,0,1,5,3,6
Norman Powell,TOR,18,76,8,1,0,1,0,1,7,3,0
LeBron James,CLE,40,80,33,7,9,1,1,4,24,15,4
Iman Shumpert,CLE,33,77,7,5,0,1,0,4,6,3,1
Jae Crowder,CLE,24,78,3,2,3,1,0,4,2,1,5
James Harden,HOU,43,77,35,13,5,5,1,4,21,8,11
Clint Capela,HOU,31,82,19,1,5,0,4,5,9,7,13
T.J. McConnell,PHI,29,74,4,6,3,1,0,3,4,2,5
Ben Simmons,PHI,27,82,18,6,4,2,0,5,8,6,2
De'Aaron Fox,SAC,30,75,11,7,1,0,0,1,13,4,4
Kosta Koufos,SAC,21,84,8,3,0,0,1,4,5,4,12
Russell Westbrook,OKC,35,75,13,5,3,3,0,2,22,6,7
Wilson Chandler,DEN,27,80,2,4,1,0,0,2,4,1,3
Reggie Jackson,DET,29,75,22,6,1,2,0,2,18,8,3
Dwight Howard,CHA,27,83,6,3,7,1,2,5,8,2,11
Marvin Williams,CHA,24,81,7,0,0,1,1,2,5,3,5
Dwayne Bacon,CHA,20,79,10,0,1,0,0,1,7,5,4
Marcus Smart,BOS,34,76,8,7,2,1,0,1,16,3,1
Shane Larkin,BOS,17,71,16,0,1,0,0,1,8,5,1
Bojan Bogdanović,IND,34,80,22,1,2,0,0,2,12,8,7
Kris Dunn,CHI,34,76,16,5,4,3,0,2,14,8,4
Lauri Markkanen,CHI,28,84,12,3,0,2,1,0,14,5,10
Bobby Portis,CHI,25,83,20,1,1,1,0,0,17,7,11
Denzel Valentine,CHI,22,77,3,4,1,1,0,1,10,1,3
Russell Westbrook,OKC,34,75,22,8,4,3,0,3,16,8,3
Aaron Gordon,ORL,31,81,22,3,1,1,1,3,9,7,7
Jonathon Simmons,ORL,26,78,17,1,2,2,0,1,11,7,3
Terrence Ross,ORL,24,78,17,2,2,2,0,1,6,5,4
Jonathan Isaac,ORL,21,82,11,1,0,1,2,2,8,3,6
Alex Len,PHO,40,85,21,1,3,0,2,3,10,5,13
Mike James,PHO,29,73,18,2,0,0,0,3,14,7,6
Marquese Chriss,PHO,21,82,9,0,3,0,1,6,8,4,4
Giannis Antetokounmpo,MIL,36,82,28,5,1,1,4,2,24,12,12
Tony Snell,MIL,32,79,5,4,0,2,0,0,7,2,2
Matthew Dellavedova,MIL,20,76,9,2,1,1,0,1,7,4,1
LaMarcus Aldridge,SA,36,83,20,4,1,1,2,2,14,8,12
Kyle Anderson,SA,33,81,10,4,2,1,1,2,8,5,10
Danny Green,SA,30,78,5,3,6,0,0,1,7,2,4
Rudy Gay,SA,27,81,6,0,2,2,0,2,12,3,7
Pau Gasol,SA,20,84,8,5,1,0,1,1,6,2,5
Josh Richardson,MIA,34,78,8,1,3,2,0,3,7,3,4
Dion Waiters,MIA,32,76,21,1,4,0,0,2,20,7,2
Donovan Mitchell,UTA,36,75,12,1,1,2,0,4,14,5,2
Rudy Gobert,UTA,35,85,12,0,1,0,2,3,7,4,12
Joe Ingles,UTA,31,80,4,5,4,3,0,2,8,2,6
Derrick Favors,UTA,24,82,6,1,3,0,2,4,7,3,1
Ricky Rubio,UTA,23,76,4,2,5,3,0,2,5,0,3
Alec Burks,UTA,22,78,12,2,1,1,0,0,8,4,5
Rondae Hollis-Jefferson,BKN,39,79,11,3,0,3,1,1,14,5,8
Quincy Acy,BKN,25,79,8,1,0,1,0,3,5,2,7
Joe Harris,BKN,21,78,10,2,0,0,2,0,9,4,3
C.J. McCollum,POR,34,75,17,4,2,1,1,3,16,6,3
Jusuf Nurkic,POR,25,83,21,1,0,0,0,1,20,10,5
Shabazz Napier,POR,20,73,11,2,0,1,0,2,7,5,3
Anthony Davis,NO,40,82,25,6,1,2,2,0,15,9,10
Dante Cunningham,NO,21,80,5,2,1,0,0,2,2,2,3
Mike Scott,WAS,25,80,10,2,2,1,1,1,11,4,5
Tim Frazier,WAS,24,73,4,5,5,2,1,2,6,2,2
Tyreke Evans,MEM,29,78,22,6,5,3,0,1,12,8,5
Mike Conley,MEM,28,73,12,5,3,1,0,1,11,4,0
Dillon Brooks,MEM,28,79,9,0,0,1,1,4,8,4,6
Mario Chalmers,MEM,19,73,2,0,1,1,0,1,6,1,1
James Harden,HOU,38,77,38,8,3,0,1,3,25,11,4
Clint Capela,HOU,35,82,7,3,2,2,3,3,5,3,14
